node	degree
8340	3
55243	6
30061	4
57127	2
220002	2
917	13
5442	5
593	8
6526	1
79001	1
83539	1
9355	5
10478	1
3549	3
114780	1
374879	2
80310	1
79139	12
1361	5
6909	3
83549	2
229	32
2324	15
11052	160
8463	6
701	22
1012	4
116225	17
653226	4
9873	10
8556	4
63928	5
25788	36
57620	4
58484	13
2346	1
7905	5
55894	3
117157	6
64582	2
10465	134
8607	141
6964	3
2632	8
9992	2
84172	39
23400	1
23398	157
9214	3
55602	1
128653	3
7038	14
23468	76
6289	6
64902	1
22990	2
3959	22
55870	1
10978	20
1909	10
84277	3
54442	9
58505	2
7558	2
9630	9
27253	2
6607	55
1522	8
140890	52
54859	1
4708	53
9737	40
25945	14
51362	159
9690	8
320	21
55024	4
7016	10
9984	136
64772	11
9150	31
51360	2
283234	3
80142	11
2792	23
4074	5
5048	22
3000	30
1620	2
7278	41
6881	48
10483	12
83636	1
9075	8
144404	1
3904	2
10101	8
64388	2
79813	47
8683	138
5027	8
56243	16
5529	11
222894	5
282991	27
3559	26
5981	61
57045	4
3976	2
23141	4
10231	1
3956	25
10424	1
2117	1
55170	3
80724	32
9879	143
3169	8
54058	3
11326	1
4257	5
116835	3
10190	20
56929	4
51633	4
81554	1
57333	7
10280	3
22986	1
5916	27
1409	16
10748	1
10642	205
57336	1
54467	1
92822	4
79089	4
54870	18
3234	5
30819	6
55683	3
283461	1
8675	10
4780	37
3092	23
55898	14
6759	4
7155	58
3706	37
64093	4
9329	119
4357	10
92304	1
55611	47
116444	3
9184	19
5327	29
5159	84
2953	2
253714	3
50943	12
79893	1
8294	39
22826	145
83743	14
63920	7
1375	20
64478	2
221613	5
116540	100
7013	49
3925	41
5306	13
7390	5
3754	4
6819	2
55929	36
4185	1
283248	2
158931	1
8792	15
51601	1
128229	2
259173	1
55758	49
51207	8
3364	25
80852	15
22796	9
64755	1
23053	3
143379	1
27284	3
79840	8
100130086	2
143879	1
53632	3
89777	1
221079	1
10549	12
7141	1
2140	8
6095	23
8349	105
8660	47
9734	34
80022	16
5409	7
27445	4
7503	2
10368	1
5193	3
79718	17
65258	2
79094	1
51562	51
1796	38
10266	9
55212	8
23557	45
10463	2
8330	8
5191	4
11040	12
55015	1
169981	1
957	14
3125	4
4580	7
540	9
57057	1
11345	126
1951	18
51393	4
203054	1
2215	2
9647	8
6566	7
29035	1
9245	9
64005	3
387082	76
123722	41
80308	21
10005	3
10068	4
64288	1
55193	19
2250	4
113189	7
50515	7
65259	2
54539	45
23138	4
1058	66
493911	1
4675	3
4233	63
84939	6
5580	182
26585	1
84284	1
3142	1
1373	4
471	20
6597	132
11196	6
57126	3
4246	1
9960	19
10137	6
55802	22
9455	8
65084	15
23109	2
11136	40
116	8
1908	5
150165	1
4353	9
54921	9
170622	3
51668	4
100293534	1
340075	1
346389	1
2712	3
55622	8
56895	6
2254	6
6844	35
3891	17
26258	47
373509	20
375260	3
4642	12
6293	45
7434	2
60313	3
79960	22
130813	1
11007	134
3198	59
1261	1
4899	17
57178	7
255189	1
7726	14
2328	1
3984	28
5201	67
79676	2
6622	67
5896	8
23165	8
23635	6
388552	19
22981	46
57026	2
4489	4
4519	69
5213	20
55837	3
81618	7
27350	5
3813	2
55215	20
6337	14
7444	7
5550	8
23421	59
10142	52
79874	3
100134230	1
6143	203
4617	14
5710	78
79612	1
6066	4
6457	49
23479	15
113802	1
55138	32
2166	3
79098	1
59350	5
7994	21
26509	1
85007	5
6548	27
7316	334
23130	15
7780	8
23281	208
11253	4
1018	21
10302	15
55829	5
51009	6
9985	3
2889	25
7936	15
124808	1
51380	13
1439	34
9276	39
5893	18
112574	4
23786	35
1453	33
23210	2
4904	277
220869	1
4115	16
84245	3
57555	8
27436	3
89941	2
10950	5
768	3
4729	55
25	305
51272	10
5795	39
9752	1
9	4
84133	2
8572	5
22893	18
8852	7
54939	4
147687	67
8935	11
26146	21
9936	1
25833	3
129521	1
92689	6
9839	24
3060	4
6660	21
9246	32
159195	18
1365	7
5770	73
140885	14
163882	2
841	115
3683	12
4539	53
1121	14
4144	11
6838	3
84911	1
7695	7
987	3
80018	1
340543	4
64599	4
949	8
8544	4
22985	144
4666	18
60412	22
50863	4
10062	26
64756	2
324	235
51621	9
441212	7
3308	90
6676	3
1069	11
57186	2
6237	21
4796	3
80262	3
545	91
80723	2
2977	33
129080	4
60370	8
51283	11
3146	78
2537	1
57506	21
256130	2
55680	4
10094	27
64109	2
6521	18
23127	1
5789	11
4069	17
115752	2
23277	1
31	22
119392	9
4782	27
80169	1
23176	15
8128	2
3108	6
284697	1
84952	6
79158	6
56479	8
171568	3
81545	2
54951	5
9221	119
646480	1
54739	2
27247	7
10240	81
3141	4
23493	15
339451	1
55856	4
8772	55
8560	13
63979	1
3651	20
57646	5
780	22
9083	2
8029	10
387597	1
26138	1
3484	14
386618	3
2040	18
5982	45
89927	3
9039	18
4302	17
51652	19
7195	1
64979	79
2307	2
3315	67
143	1
2175	77
322	30
6340	9
23704	3
197	9
5230	27
25782	7
170961	7
27336	145
94120	3
26548	3
7301	18
18	18
222662	4
11180	8
8991	16
4957	2
51061	7
115265	4
3232	3
84320	1
25977	2
25825	5
26232	3
1132	3
85417	1
254863	5
55089	1
5173	1
2677	6
9657	1
148523	3
80328	4
4632	3
3399	41
79589	10
3953	21
54867	1
84959	18
60491	98
10714	18
51277	1
11237	2
948	16
29925	9
138046	22
1456	2
5270	9
2011	49
9639	1
51663	8
80032	1
4893	24
1729	13
53347	15
26153	6
1933	92
3623	6
5827	2
200261	2
5331	75
5925	178
4122	9
26519	3
8645	1
10147	4
22908	4
64798	9
307	3
22839	27
54431	3
27242	5
84152	15
25970	14
51645	160
4880	4
81579	1
84539	1
5547	2
10736	4
29934	5
2796	7
1297	3
342908	1
9436	1
4598	7
56616	24
55120	35
64403	3
80232	11
64006	8
5290	52
81790	2
126308	3
5858	6
29124	9
7415	89
6801	40
219348	1
115948	4
79913	13
3456	17
51661	3
1182	7
79744	1
4602	67
3491	5
3763	10
7049	13
402665	13
2030	3
4026	5
6990	11
5801	8
8357	60
51430	1
6715	21
5354	8
131450	1
79446	6
4084	21
608	5
1466	4
5718	53
566	2
800	11
79751	7
56899	9
9796	28
23057	9
80150	6
26040	13
5532	15
435	5
246329	18
8189	39
9519	16
54900	7
56146	1
10990	1
5524	17
112	28
8988	21
340990	2
59341	18
114625	1
80129	1
6440	10
56902	11
79576	5
4485	6
4849	9
58486	1
9201	3
55074	1
3753	5
197335	1
202459	2
80830	5
2209	17
4316	18
57136	2
3122	11
1781	8
29094	1
9689	37
284615	1
9674	2
51374	1
51236	12
2018	4
64746	4
8740	9
7135	7
29781	11
10013	65
9169	10
148	9
4625	9
23460	1
56975	5
81847	7
9215	1
1191	32
54860	4
57003	8
3881	199
54344	4
63941	4
9887	3
3822	3
2530	8
91050	1
11068	1
7456	27
1357	3
9712	5
10750	14
9320	10
84142	9
57664	5
406	23
5475	5
59307	10
473	22
3181	174
386680	110
6284	8
50509	5
339403	2
137868	2
3846	107
58517	133
10695	1
11080	4
11339	13
9448	41
27165	10
652968	3
124739	1
23212	2
117579	2
25759	10
26254	4
1848	6
57541	11
10411	7
8832	5
25802	1
51252	2
5818	8
8721	21
22869	1
5531	45
220766	9
4969	3
2634	22
11337	78
934	3
1777	2
10447	2
58515	1
30811	4
57222	1
84675	10
5296	68
23191	26
147700	39
84071	1
1855	36
55800	2
253260	20
2846	1
89874	4
64112	19
441519	2
8742	4
51534	19
84285	12
23450	402
25764	13
339324	1
148932	9
7226	3
54532	20
29	3
64241	1
6372	3
81502	2
170506	156
55690	15
10344	2
3386	13
57088	42
22846	1
55011	7
5954	3
124401	1
81855	3
11082	3
6036	1
5902	20
6790	65
2147	45
116461	8
51168	4
84271	12
388818	29
10767	1
2737	17
7058	7
7023	7
2356	8
2978	1
11060	42
63940	10
127557	17
23135	2
2331	3
11020	2
8896	135
169841	3
84749	6
7728	7
8542	3
9110	3
55300	3
9586	42
727837	3
8530	3
653067	1
2173	1
481	16
22918	19
11041	10
5047	13
56650	13
22841	16
7741	13
100290337	34
221527	2
100287898	1
7453	11
4855	14
171024	3
8841	116
140901	7
221914	1
50859	4
57134	5
269	5
653048	1
7916	28
1265	2
133619	2
728937	201
9826	24
94032	2
1133	1
83871	5
140735	27
7620	2
7551	8
10935	28
4052	11
79633	1
79720	19
114990	6
6301	10
8761	20
92335	2
5471	1
23623	7
9802	118
4830	47
26960	7
8667	38
9841	33
7547	1
3888	8
83452	5
7006	40
285	7
6935	24
9314	8
11219	5
84717	2
5959	12
144233	1
1946	9
56911	5
56998	19
6843	10
8449	141
27329	3
54468	1
116496	1
54476	14
10087	14
221442	1
55863	1
3219	29
5199	5
51263	78
84975	3
4792	129
3811	13
5832	29
8331	2
2683	20
54210	3
23102	5
6756	4
3426	2
15	8
7248	56
57716	9
4643	2
284312	33
10277	9
92140	6
84812	39
8370	49
389136	1
3932	232
81793	11
8220	160
53905	3
79931	11
9066	8
246778	1
6439	1
5588	126
441150	5
55559	4
2557	8
29116	8
8337	15
662	7
817	55
10251	1
6184	135
129563	4
7784	2
4440	1
23179	4
10651	9
3983	19
11104	4
5624	16
9470	48
8650	23
10098	1
10749	10
10721	1
81928	6
1111	52
9122	1
81788	10
8013	5
56159	48
9753	13
1006	1
6369	1
9529	13
26984	12
4837	1
2077	5
6329	8
79152	4
2162	16
2731	15
56848	7
94241	2
10587	8
83692	1
3501	2
64332	4
121512	1
2053	1
10971	152
285025	1
114836	6
28755	1
9825	16
6776	63
4886	3
1565	2
23760	4
64216	6
238	71
404734	9
7336	22
22984	3
10235	5
7525	65
779	4
23480	2
10051	26
10403	53
55860	2
26511	25
2950	24
5165	4
57549	1
64792	1
4293	3
3266	4
114034	30
8775	24
79991	2
6868	19
6702	1
53407	9
55702	6
55	5
7582	3
64777	9
84063	2
55086	4
645455	23
25876	3
2309	43
170825	1
10206	9
1903	4
283093	1
126374	3
6714	441
7357	2
997	34
10994	4
79686	4
3339	29
10113	2
283643	1
23551	15
112885	12
11260	15
10610	1
10768	21
2662	1
389941	1
5685	62
3476	17
6176	221
9159	8
389119	1
8655	99
8237	61
339479	1
79684	1
64859	6
3049	2
6362	7
1815	7
23145	4
114548	3
27243	21
3614	9
2803	13
26749	2
10647	1
744	8
187	1
29990	5
57464	13
55191	13
55666	15
319101	1
440023	26
55568	2
2274	103
6432	150
170261	5
10916	4
5566	340
26504	1
8140	3
7178	29
9651	37
206338	1
6509	1
9908	25
56729	3
54715	27
9871	7
80097	4
441273	1
4879	12
8323	2
346157	5
22919	33
79833	21
56917	1
55614	1
79652	1
4731	53
5610	51
221264	1
10552	3
3624	17
79101	35
51507	1
5140	24
8577	1
51298	3
8777	32
57162	7
6431	138
7410	24
347902	4
5863	14
84875	4
2120	21
56144	17
2081	18
10476	16
79869	31
10212	14
5019	31
143241	14
9583	11
3817	13
284297	8
6532	6
26224	6
1629	11
439	12
1123	13
83606	6
51204	2
26959	20
401288	1
421	5
2870	21
23304	8
23241	3
117166	1
10841	11
597	20
22930	9
663	16
11074	16
9294	3
4734	61
5439	36
54617	18
4704	57
4660	5
9652	3
8820	12
79842	20
144402	1
3990	14
54106	8
23446	1
79602	3
4038	2
7694	6
1420	6
7112	29
55112	1
1101	3
1105	8
91748	1
219743	1
79574	4
1471	10
134147	8
8790	9
9718	1
91782	2
27067	1
8347	24
5236	22
344	4
152007	2
57708	7
146664	20
7798	1
338917	1
5127	25
9133	9
9402	33
84557	39
257218	9
23070	1
65992	1
93611	4
27333	1
79984	3
150483	21
8671	7
348	38
154	48
51115	1
55867	3
57171	4
2550	18
54658	3
9538	2
8417	20
140628	3
9166	3
9530	10
1521	1
9889	3
4148	8
3170	16
54749	1
129685	11
100533195	1
9262	2
55210	11
23334	3
160065	4
140597	7
50616	5
8548	42
8356	60
10400	3
1198	16
51285	8
994	33
83900	2
7096	9
503542	1
84264	26
646214	5
91445	21
116369	1
89	18
6788	40
1272	21
51105	1
23167	1
84332	8
4628	46
2895	12
29121	2
6004	19
90441	5
23285	2
10522	13
114824	34
55005	1
91392	2
5455	6
7566	3
9745	1
55080	5
27344	1
1477	14
142678	4
3795	24
6829	45
1417	5
9914	1
29761	22
7941	4
3775	6
83591	1
6342	8
4683	38
25941	1
8933	5
80731	1
84057	1
653316	1
79711	72
64398	20
51286	2
6752	8
6733	27
4884	6
81688	1
51256	12
26017	2
5973	8
122876	1
79642	4
84722	2
759	1
10409	1
23412	4
51289	2
143244	6
1346	15
5990	9
3448	2
58190	6
1725	17
121278	8
8712	1
4693	2
7940	3
8528	1
29062	3
91355	2
4909	6
2834	6
10598	15
55236	2
7920	21
57547	1
81887	109
2042	19
55644	23
9439	48
5764	102
8120	20
29028	3
2196	1
83593	47
94086	3
412	25
119504	1
8738	17
9248	6
3958	38
59345	23
54165	18
57731	12
90007	4
7037	32
7461	4
10668	2
10622	2
10818	25
27339	179
54936	3
411	8
5251	1
55728	18
83696	1
84839	1
64092	2
977	11
9576	1
63970	2
1144	2
84967	15
375307	11
164592	11
340481	1
6662	18
115703	2
29071	3
8475	2
254065	1
80727	3
7083	163
81603	13
83992	22
79932	1
11133	6
9113	25
3802	1
5965	13
5629	15
56647	16
4350	38
9289	7
54834	1
4159	5
8339	25
9181	22
488	23
4487	22
9990	3
54838	1
2946	5
8288	9
1557	29
80311	2
9330	21
10158	3
8724	17
130340	9
10398	14
3767	7
2784	21
55093	96
2051	18
3040	20
79810	3
5917	20
1743	33
248	6
56257	5
83659	11
9572	10
10641	3
11066	32
5456	6
3684	20
7059	3
1610	6
57409	7
134266	1
10564	9
133746	5
2535	2
4137	74
5814	2
164656	3
275	11
54540	9
11017	131
1119	7
151254	18
926	5
7295	22
284486	1
7324	70
56005	6
83874	6
283464	4
57113	7
440093	1
2213	21
7221	6
64919	9
11092	9
4678	49
51678	28
3267	15
126328	52
10301	22
29949	1
8856	18
55742	10
63894	6
1302	5
257000	1
338382	11
144347	3
9349	298
152687	1
2192	23
3758	11
339366	3
146845	3
1491	16
64110	1
6665	3
10114	34
51619	88
4172	50
56897	8
5328	23
100187828	2
55888	8
57326	19
4201	2
8534	1
22861	14
1176	17
653240	15
10944	20
3635	61
27042	6
3231	1
284440	1
3093	60
2822	5
66005	1
55266	2
10083	11
6318	4
114907	6
84844	109
3860	47
6297	6
112464	1
58512	16
79922	1
51071	1
85376	15
5207	9
3213	3
3885	4
9070	63
221017	1
7046	175
9554	8
6596	15
23478	6
54843	5
729475	1
56906	12
283742	4
415117	3
5243	17
23532	2
25840	1
6598	120
2565	1
112724	8
37	9
8354	60
3735	98
7538	36
79090	10
10930	1
26263	3
23644	7
2914	6
55776	1
60598	7
9957	8
11332	6
3570	12
441241	7
4061	2
285613	3
6938	49
79755	1
989	16
9487	6
27314	1
7425	1
10197	68
6691	4
286451	2
25769	2
5984	36
83752	2
1051	101
9014	14
6331	17
65108	12
23358	2
200958	3
8242	1
79035	3
388677	236
55031	15
339390	23
23381	4
23499	28
28916	5
1014	1
29093	77
9367	8
9501	13
10652	6
55534	14
60314	8
84528	65
26064	10
55840	20
1355	1
51566	4
55182	8
51422	16
6059	5
4197	3
4637	98
98	11
6866	11
83855	1
117177	19
23484	3
22798	1
7175	17
10576	42
79002	129
115426	12
4234	3
5887	29
7786	22
64928	81
7222	25
57165	1
55355	18
55023	6
259197	2
5087	23
1760	17
158219	1
130271	1
7469	9
11188	6
9256	1
4033	4
79864	1
9844	7
116931	1
151246	10
9746	1
56950	27
167555	1
55791	131
57010	1
7755	12
55037	113
10683	3
5304	6
3954	4
30009	2
22845	3
23498	4
2146	52
29899	11
201255	1
55054	17
221908	1
6472	36
79643	18
5688	73
151242	1
23321	18
54520	4
155066	1
2971	19
4224	22
83941	1
1203	1
5584	144
5927	9
147872	69
55631	1
5654	14
11129	8
2267	2
84465	1
83648	1
440689	1
51571	2
93659	1
10597	4
6529	1
27148	9
27309	1
7089	30
3654	71
10758	21
89790	6
64434	4
1823	12
27190	2
41	9
1295	26
6670	73
55177	5
9683	1
92241	1
5684	152
9265	8
6663	29
80305	1
55769	3
81844	3
128853	8
5075	2
123016	1
79698	2
3814	6
726	1
1301	1
4711	53
11065	11
5937	2
89849	2
3263	1
387032	11
1385	131
51421	61
25994	6
8877	10
57617	16
140462	4
6876	14
54795	3
100129791	2
5464	7
6949	115
53840	1
6461	18
51274	7
90326	2
7549	2
25780	8
57216	4
7812	20
54504	4
26528	3
11067	20
84878	1
83756	2
6821	31
8100	4
728492	1
2567	8
6585	3
642443	1
10327	13
10730	2
1958	40
56163	1
26279	1
80303	6
283635	1
7527	4
333	55
10922	7
166647	1
131890	3
6207	280
983	290
284114	1
3972	4
6550	10
1155	5
7251	93
1639	65
6905	6
28234	1
387	116
3357	4
5502	3
23601	1
427	5
55026	1
6882	30
55032	1
5349	7
57718	1
4259	2
7416	117
1326	68
5578	326
8795	22
6101	1
201895	2
23279	19
90678	32
4841	66
5905	21
6615	31
50488	18
1775	2
440	7
83931	2
22848	3
9278	9
57484	10
107	26
64770	5
2661	47
6367	5
1428	2
51614	3
3572	42
9211	2
7703	19
3741	7
3293	25
79065	10
26057	5
3537	3
148281	15
11031	2
5170	91
4824	15
9793	13
10099	3
23026	3
22794	7
1020	108
6511	3
6504	11
3188	84
10842	2
1659	158
5093	48
4282	31
57111	18
902	36
51504	13
23567	5
6549	11
6256	127
151230	5
8576	64
7773	6
8916	9
3305	41
26471	3
3398	32
7430	89
1830	4
8409	23
2177	37
79870	1
509	133
7350	2
27177	2
57823	5
378884	1
6940	3
51025	11
84107	1
55740	17
57596	24
123	3
65988	2
11250	4
138311	2
51465	15
11164	26
60489	4
84920	2
3479	15
2911	25
283987	7
85476	5
54892	7
9585	5
26958	18
343521	2
54957	6
1757	12
55705	59
1527	1
6602	69
8914	13
4218	16
81892	11
5980	5
126119	4
253725	1
9076	14
54935	20
7866	2
10726	24
30836	15
9904	1
11117	17
57715	4
10733	14
10957	13
80210	2
3309	213
1660	377
55252	3
79850	2
3161	6
9457	14
51434	20
79009	10
1073	16
6897	90
84300	2
81543	1
81792	3
3269	8
56658	50
80183	1
201725	3
11221	7
5356	174
79175	1
23762	2
50649	77
5335	241
5875	2
23517	181
6385	17
11102	24
1004	8
57396	11
5970	292
51068	4
11162	1
3385	9
22927	28
127933	6
57192	3
644914	1
6891	11
83442	1
7486	30
9758	1
4318	39
8455	1
6202	283
6352	31
634	20
7473	2
516	16
5716	49
636	11
51427	2
11147	2
332	23
3336	30
55284	70
5395	11
55872	19
56138	1
23370	4
287	17
64969	149
6721	93
2710	4
284252	15
3183	273
1211	16
9711	4
26173	14
51078	2
91875	3
51606	4
8826	47
54585	4
3934	6
25936	10
114785	1
3382	10
10575	36
6039	1
10942	1
24140	93
8633	2
721	7
152815	1
94005	10
346562	1
90864	2
22924	15
9901	5
55166	13
171017	6
56267	1
124540	3
1412	8
29108	13
8892	11
909	5
23137	5
2717	5
64333	15
56259	150
9967	34
9377	28
8091	9
3316	15
2549	41
4798	14
2118	9
5892	20
7475	1
22801	2
4605	36
6448	1
9535	1
84525	6
7111	3
4016	2
3882	3
3035	76
2965	69
203068	189
5672	3
29922	34
9410	167
30816	6
2957	34
6750	6
93487	20
137735	2
6045	87
10499	64
5705	87
25949	158
474168	1
5347	152
163050	24
56548	9
415116	3
55697	46
84866	2
160777	1
4146	7
55737	18
58155	14
7071	9
94137	4
203447	1
916	25
1327	24
23521	218
84735	20
4982	7
56850	13
121506	5
9830	1
8031	11
100133941	3
4835	9
661	25
6612	131
327	9
51412	26
57282	2
9468	7
11035	97
5202	27
859	11
51233	2
7477	2
100529067	6
26476	1
65250	2
64805	1
6610	1
91574	1
57799	2
8669	25
2767	27
730441	1
54938	6
25926	1
221833	3
1154	16
9480	1
51177	11
117143	13
4356	34
117247	1
5228	6
9152	2
54810	9
51361	17
84680	4
51042	6
7391	42
3833	1
55322	2
79573	1
26751	6
27254	3
639	16
4216	32
64425	46
129138	1
126526	1
6487	19
3952	10
50511	4
10420	3
10492	239
55082	1
254887	1
79078	8
90459	1
96626	2
51069	79
654231	3
79088	16
80176	4
23064	6
79036	41
9527	18
22809	9
27077	1
4329	43
2492	18
10690	3
57520	2
835	34
57512	2
79796	1
1029	105
445571	1
2130	206
6023	1
11124	54
29956	12
26037	5
27019	1
7376	40
4045	1
6553	4
8829	22
5989	17
2353	196
5591	150
11005	1
112609	8
23774	15
8491	20
150274	4
22895	16
26156	177
4314	22
3938	16
5514	6
9442	33
114792	7
26292	64
3636	38
28991	4
4646	31
63946	1
55900	2
1604	8
6152	263
6443	7
4691	288
286151	1
57786	3
6349	4
54514	2
23208	6
7091	22
100505385	49
29777	9
22899	8
3375	8
10085	1
9575	9
9731	1
51021	155
84966	33
51371	20
3975	5
8368	40
58986	3
1137	7
6738	13
10897	2
4225	24
29890	4
56937	3
26750	6
3490	11
57060	5
7544	1
55848	3
506	43
80110	3
752	8
23001	11
9495	18
32	6
56980	1
822	2
28957	77
84126	27
489	6
3581	5
54949	5
8301	8
100653323	4
57619	3
57381	21
1124	11
7535	56
9778	5
83853	2
157506	8
152015	4
95	7
80196	4
6599	110
5530	39
4055	15
25855	35
57402	2
102	14
4150	14
11329	18
25928	7
9533	138
11151	7
26275	1
3500	61
3906	9
7745	6
3606	7
118427	4
152789	7
256302	4
113791	1
5817	17
51720	47
54477	59
84079	1
27250	19
54187	3
83787	1
23609	5
1671	1
57536	1
5152	41
7539	1
4925	8
79948	47
8703	17
2868	8
9679	1
7170	58
3856	62
26091	1
55661	6
3512	2
383	9
9766	2
55790	9
8708	2
885	6
904	46
8759	1
9531	17
53343	11
57159	104
9371	10
215	5
59348	6
25923	1
22837	37
8813	15
1311	4
2787	24
23371	25
147660	6
3199	1
83903	4
51005	13
958	43
387101	3
4133	25
51024	11
79738	12
54815	14
814	15
54929	2
57129	77
29841	3
5362	9
54906	21
55505	4
90557	1
80145	137
5742	18
1617	10
9933	1
222235	77
5781	131
6423	5
8516	4
5051	1
534	1
114771	2
2849	1
6726	5
23325	1
55810	2
2647	25
64215	7
25777	15
29102	27
8361	78
6768	5
2516	36
83595	3
84529	1
9027	4
65975	1
7372	10
23368	13
64795	2
6654	80
114825	1
4700	57
9135	22
79368	1
10367	2
3096	13
10735	19
4636	1
5168	13
10308	1
79155	14
84067	5
6346	2
23263	112
3659	31
23152	16
55717	38
165904	1
51389	4
654364	76
10850	2
8363	39
84281	2
28964	69
8314	23
4037	2
144501	3
5581	158
573	30
6710	14
4543	26
23539	2
25904	6
644186	2
10054	17
283237	5
476	51
3727	35
50862	1
10233	1
51305	7
6814	16
64328	9
374393	1
85479	7
9354	6
1201	42
55200	2
6659	2
64374	4
4685	3
23308	1
55719	2
4130	26
9162	16
2050	5
710	11
5287	12
59067	2
27089	75
114793	3
6853	43
4281	31
767558	1
9049	18
2275	95
1277	36
53339	4
2247	35
54790	2
3104	20
57595	2
3055	98
3574	2
6789	38
58480	8
81029	2
7515	34
6192	81
5501	59
92105	20
80117	1
80028	32
9885	1
732272	70
124944	1
54554	9
54455	1
84954	2
81929	11
4064	1
57692	1
4869	327
5346	2
11156	101
285753	71
11277	10
288	15
51727	16
112597	2
51318	77
6183	83
8178	12
29767	2
1374	19
23051	7
5740	7
49855	2
1737	10
4902	3
1969	22
261726	5
84929	1
23348	1
398	8
6811	34
10644	7
345757	1
54920	3
2877	20
55850	4
92285	1
80746	6
27301	9
57175	6
79921	4
7404	2
6251	6
8887	44
5664	55
1215	8
7518	26
1501	22
8335	63
56961	2
970	1
10934	1
51225	49
8332	10
56928	1
9469	9
8505	1
51684	28
79447	15
8329	6
2194	31
55552	1
1869	86
9334	15
6590	12
26230	7
27255	5
84324	3
51019	29
9497	3
81035	1
1116	2
4034	9
10116	7
6580	2
7428	251
50484	8
4088	244
3991	14
51649	151
10214	15
6926	6
89858	3
27102	6
6446	82
279	3
28971	2
11127	17
340542	5
55165	57
9635	2
146433	1
23287	8
10562	4
51588	53
27023	6
5376	5
219844	2
163702	5
89765	1
8575	27
23594	19
55536	34
29903	15
4943	1
889	6
8929	3
83990	7
89890	7
2752	23
2739	6
6130	272
8352	79
8343	23
92342	3
54880	22
8434	13
3801	87
326624	5
353323	26
1802	1
29797	10
1048	3
1892	44
23294	6
51567	15
7564	1
166863	1
9677	2
2793	19
55814	13
3927	32
11055	1
51015	1
28996	56
8359	43
5648	18
3187	188
23768	4
23429	31
6403	13
57097	9
127262	1
55030	6
4802	46
11344	14
27300	5
51728	1
51170	3
55968	15
9401	6
10390	3
10127	14
8569	39
84254	13
80205	6
51002	3
51643	31
55823	20
4522	31
81576	8
770	3
1160	7
2281	9
162993	1
64864	1
5500	43
10898	8
4668	1
51199	13
3638	5
115106	76
10472	5
9472	12
100124696	28
3273	6
4509	22
199720	6
8662	87
54433	9
114769	1
7443	12
55503	18
64393	6
282618	1
7468	3
7359	1
23270	15
64064	31
55917	20
51310	1
5311	22
9491	28
10300	4
1891	31
4291	7
441362	4
3604	8
93643	1
11259	2
5452	25
57144	33
3311	2
1460	148
9341	32
6296	1
9123	4
6932	8
4687	7
201516	2
80742	9
2863	1
39	30
2921	2
10473	1
391257	32
64396	26
23673	21
83706	2
56731	1
1434	28
1401	21
55714	2
25818	2
10133	36
6758	4
10664	22
122060	2
55969	44
10752	3
10913	8
115584	1
4597	18
5714	51
4139	18
54913	9
54821	5
128239	2
55273	4
1200	2
1767	1
386675	216
51176	30
84258	6
6950	146
955	13
8533	27
8864	8
158345	3
27439	1
4205	41
6591	4
10201	12
22953	5
81565	62
3857	12
91522	5
5828	11
222	43
7692	6
2206	6
55012	4
145270	1
9637	3
1345	19
51253	79
23766	1
148022	20
53822	6
201456	2
11101	2
142679	4
9464	17
3588	7
55207	4
881	3
57696	2
51762	18
7020	60
266747	4
51550	9
1534	3
90407	2
134285	1
1647	62
79660	1
284185	1
9804	21
5936	65
9482	20
6125	188
11184	27
8689	6
4921	5
3707	28
23271	3
1593	3
26151	13
441521	4
84986	2
7318	2
9183	18
9644	9
3359	2
51260	6
2212	15
50852	12
9467	10
7276	56
8685	2
57524	3
3067	9
5279	8
9693	51
64221	5
55422	8
11077	2
55757	4
1877	13
54788	2
51213	12
25900	5
4882	29
2879	19
5092	79
3852	20
55679	12
125919	1
25927	1
7099	28
203069	1
57188	6
6168	193
56992	7
57665	8
25852	7
57030	1
7122	6
668	2
27292	108
10285	163
83693	1
283970	1
51377	54
2694	3
1602	19
25862	35
2587	1
122769	6
64856	3
2790	20
2925	1
83540	9
23043	99
8789	15
55084	2
57332	77
283899	25
1446	8
10009	14
7066	2
2810	165
340419	5
2272	13
114815	1
653509	6
7594	1
51765	22
2976	13
346288	4
6716	20
9956	8
10848	8
252983	3
79444	13
843	38
940	18
54855	10
57546	1
65999	1
727866	1
8745	5
84218	4
9918	8
6907	25
5294	35
100288797	11
57213	4
54764	21
65263	10
4799	9
5108	21
128866	22
9254	1
541471	2
220164	5
7701	2
124460	8
10514	189
10574	46
9126	54
6014	13
56655	21
7263	2
1280	35
575	9
29882	20
26225	5
57146	14
80709	3
84340	6
6769	4
23048	26
54801	11
8074	3
5333	46
203259	6
30818	15
9748	5
130752	6
8867	43
23242	1
53635	6
6247	2
10457	3
9156	6
6406	6
2799	14
85345	1
552889	1
1298	5
4774	2
51744	6
55709	1
54625	1
4976	4
9313	1
26589	77
158800	1
2139	9
83729	3
79188	3
83758	1
81537	1
1954	2
124044	1
51103	20
57685	6
53346	2
23094	2
729967	2
138428	2
55716	3
7068	55
51156	1
4771	37
283820	3
24144	252
285533	2
474384	1
22853	9
7851	9
5151	19
84282	6
222643	2
7957	2
10129	1
7341	151
374	6
3883	2
8807	2
51666	5
23125	3
5920	5
5519	49
5081	7
