node	degree
79178	1
149465	1
157285	4
23039	14
84309	3
494514	9
4600	8
2920	8
55816	12
6206	172
22865	1
51478	24
92597	8
22894	19
3503	1
79722	1
153222	1
5903	70
85415	14
4535	63
10772	85
5956	4
23648	15
81848	5
5557	22
55818	1
4751	26
55735	8
282617	1
6667	325
149473	5
84868	3
7592	5
84273	12
55773	9
374920	1
117286	16
5627	12
25932	7
5725	48
5563	79
10539	63
2887	35
9025	29
54931	19
8641	1
201965	1
6837	34
6734	2
89866	1
3012	5
4012	7
3174	14
91752	2
64744	5
1608	17
10569	164
5336	106
8994	3
113386	2
23196	1
9875	3
51135	10
149708	1
72	112
10625	8
51106	4
336	15
50807	36
6565	1
51529	16
8027	18
6121	2
6747	11
10563	8
89857	1
5325	5
79034	1
4905	58
79048	3
6426	204
64855	2
8924	11
29904	29
26986	363
65985	23
57561	10
4692	27
7702	4
94134	1
8369	1
8496	13
51596	7
29080	15
23504	1
8346	23
165	3
118429	8
23518	2
56935	6
8351	60
134701	3
56898	2
55527	2
594	7
5373	10
201626	1
29992	3
51569	15
60681	4
9044	4
2016	7
51473	2
1141	5
56956	5
3769	2
80199	3
55844	19
54922	6
10479	1
5166	8
1748	113
10904	2
25953	3
7082	80
112936	4
200734	5
129303	3
3785	7
58191	12
6616	42
255101	1
2153	14
3797	5
57050	7
26469	10
3550	138
55108	1
9604	20
55003	106
116154	5
5506	8
5284	9
79156	3
9085	2
2287	13
2825	1
29091	3
80346	1
650	21
9130	3
3257	1
3214	5
26257	3
56940	5
7156	19
1890	4
4276	3
10970	8
29780	3
80215	1
6934	20
3158	14
54930	1
83695	7
10282	13
1421	2
11144	15
978	21
22992	17
414927	1
6218	129
6637	138
3674	30
1906	15
3439	8
653361	30
1107	147
51224	15
57403	7
5604	81
10152	60
1392	7
10381	29
55544	1
60592	6
4856	15
22885	5
340371	1
130617	6
114609	19
81533	7
7494	22
84570	5
257629	2
147912	4
285671	2
57132	24
23258	1
117581	5
4839	12
1104	53
10533	14
6194	261
11093	2
2626	24
114804	1
56667	2
3021	13
2203	27
5600	74
10273	52
8452	112
79657	8
57687	1
79590	78
26228	14
11033	22
2115	13
170685	4
11341	1
23166	2
84239	1
253769	1
57630	13
85865	4
6299	6
1755	5
10551	14
2104	23
1506	2
5915	29
51528	1
7385	77
3992	15
1804	2
83737	42
79726	1
79132	1
3001	11
9375	2
10023	4
2980	1
50617	1
1770	1
11122	4
4680	2
81888	2
116986	7
8395	8
10164	1
7442	12
9627	13
6729	6
79705	5
54937	1
80155	9
221061	2
27036	3
6159	254
55337	33
8831	14
9513	200
2785	18
2253	4
2689	1
83983	4
54461	21
57703	159
6627	189
3557	3
2264	22
84108	19
3658	8
5864	22
64762	1
90113	1
2214	12
6904	11
2023	96
1075	5
8324	8
1386	82
362	11
954	12
84948	1
5780	10
9266	31
7216	5
5805	19
6709	75
9931	6
93663	2
7351	8
63932	2
51102	5
3175	7
26994	68
55695	3
9409	2
80380	1
27185	110
8634	9
133396	2
146057	2
2197	87
6173	125
10526	51
84261	2
7849	15
7783	4
92595	5
54432	1
11321	5
4102	1
5737	4
653220	1
1535	12
6746	1
4488	23
1945	8
84936	4
54510	1
1473	1
79159	12
9600	6
23541	2
25915	7
6319	15
5033	2
84033	8
54925	17
150082	3
7476	3
80319	1
9437	3
55308	2
85294	10
3812	1
3660	18
4928	33
7409	81
4255	8
153733	7
2054	14
2597	174
55713	1
84248	2
83660	6
6361	7
1443	6
29109	32
5378	5
29967	6
57707	3
8362	39
11262	1
1307	2
793	5
2688	87
129531	4
84330	2
7072	6
134265	2
9282	59
2894	3
351	144
3777	9
5592	54
8659	44
124923	1
10333	3
5194	7
539	44
6695	5
3251	26
2152	19
222255	5
135458	4
1281	10
80331	3
414060	1
282890	1
28976	33
9453	8
92610	17
4212	13
388387	2
10573	91
8993	1
9094	99
22999	26
80011	3
5732	3
6655	33
23255	3
342132	5
8321	6
64843	4
7286	10
84310	4
51295	41
7204	11
7253	24
2992	7
11062	1
11061	3
1113	5
54926	13
84272	3
25816	12
84962	12
1636	5
113115	5
284427	1
9015	15
4791	181
79886	5
1287	20
2571	34
6948	2
576	10
10629	24
7136	12
55100	1
10060	5
4168	22
23451	347
8648	88
5583	116
3773	3
84856	1
5116	12
10247	5
55521	10
1163	33
8497	7
65983	8
23024	5
4722	58
91746	19
51108	1
55125	4
3111	2
10335	3
146395	1
54865	3
23309	48
79003	13
79882	3
20	4
23063	8
2056	8
92906	13
150864	3
3157	16
23225	3
6578	1
5636	1
5926	16
10336	4
55049	8
57172	4
25924	8
5911	35
284618	2
26524	6
140706	2
83605	3
55365	1
4878	13
167826	5
4325	2
2892	12
3422	3
2896	29
5130	8
144097	1
729873	4
149483	4
5055	8
4512	31
84498	2
6767	37
6517	38
2719	4
91612	2
4322	11
3611	95
2986	28
26022	2
91869	1
55567	1
7056	5
7545	4
6780	51
8842	3
51123	1
10775	12
283349	7
64431	33
2355	18
276	7
64778	5
678	1
26353	25
29058	8
56924	8
51699	9
317671	1
5889	8
1173	43
9475	30
731	4
55231	6
55663	27
84978	1
1366	5
93664	13
5473	26
79058	8
5042	106
2705	19
3936	15
50	10
8520	33
390535	24
8913	2
1857	49
79953	2
196549	1
55160	5
10459	30
51251	27
1816	5
83986	1
283165	1
8797	28
5991	15
7054	26
64841	17
7252	5
5298	7
280	2
3017	4
1548	1
283551	4
11177	22
285343	1
84219	2
762	3
5217	45
5422	45
1780	32
4295	1
10556	12
9672	26
146	6
273	31
11039	6
1795	10
1981	47
23378	3
7517	8
10926	14
343472	1
79998	1
9479	34
4175	42
10370	18
5031	3
254122	1
79797	40
8936	29
1271	16
85358	18
57602	21
4682	1
10020	17
5565	66
4649	4
9659	60
29935	7
8636	11
1303	2
181	4
91137	2
79145	1
3709	5
84343	10
10092	12
4808	4
5908	32
2801	285
152756	1
9785	192
96459	12
80005	12
25870	2
51031	6
80223	8
57554	15
11213	7
56521	1
9658	17
7571	4
64663	1
3352	6
115509	4
9118	7
60685	1
85406	9
4143	2
80020	3
1002	1
430	9
9413	10
1609	17
85291	72
84677	1
1847	2
596	108
4939	1
712	18
9700	6
4336	5
51127	7
4820	5
56342	4
84101	11
57456	1
84617	7
6496	7
51703	10
7352	4
9794	20
84893	5
23131	2
83459	1
153769	10
4707	54
23365	15
2956	40
6455	35
29895	1
91653	8
199745	4
201254	8
100292719	1
127833	5
84316	3
5268	3
57714	1
9648	6
149428	10
10125	5
2525	2
6547	4
2028	4
441518	7
1794	26
8578	4
115294	1
7314	183
23261	1
6161	131
266697	2
91523	2
115827	4
912	11
10653	4
151	4
10692	1
7433	17
2315	4
6656	2
2764	16
1977	42
84752	3
157753	1
60496	8
3680	14
2151	14
57730	1
388585	2
56241	2
64600	1
79647	1
27342	28
90990	5
9791	5
2812	10
122953	21
2775	34
622	4
284992	2
85236	2
79831	1
5192	8
1444	2
197131	30
29978	17
284391	5
2643	22
23559	5
8672	13
154007	28
3595	7
55190	2
79803	16
7464	9
85403	31
2692	3
10342	46
1968	11
23585	2
23011	5
311	10
90293	13
2596	11
114049	2
3106	292
121274	1
2268	37
9705	1
80824	8
81875	8
6118	78
6523	3
64422	20
85012	1
5597	249
11325	10
5144	36
51513	4
392255	5
728689	5
171558	1
26122	22
338322	1
26047	10
6872	81
23657	3
151393	3
9775	296
124912	1
2295	4
8536	23
414318	2
3718	45
687	2
55778	4
199692	1
23162	29
54708	17
6609	5
2554	13
79817	4
64975	81
216	40
51384	1
84726	4
80309	3
4062	3
51062	1
2642	3
9463	46
5004	4
3358	7
9741	4
3799	47
114883	13
899	2
717	6
2322	15
8447	3
7556	3
164127	11
55217	8
54478	8
9202	9
117178	87
22808	12
26985	24
80332	3
124935	1
375033	2
7139	7
8674	15
79961	1
283455	5
8875	1
5619	2
5283	5
10769	9
54555	1
11234	11
90655	3
339834	33
23641	81
51343	28
55718	4
55509	5
79017	1
57584	12
221718	1
1369	8
1290	6
219854	3
4688	16
6199	21
2867	3
56478	28
9970	13
53637	4
9816	2
10111	50
2334	5
8893	11
84873	2
2169	1
8518	33
5150	19
57474	20
100132406	2
2779	4
56949	165
3177	2
1984	10
6774	149
29953	2
2569	12
3712	8
9445	8
5928	157
220213	5
132204	2
546	19
4968	7
5728	53
761	2
3207	4
23746	1
79654	3
85013	2
7356	5
150421	2
9616	24
578	26
6693	13
51282	19
3620	14
55504	7
7922	5
9136	2
9144	5
170392	1
26748	2
2576	1
654346	3
22929	18
3791	48
10566	8
66008	5
23384	6
6240	18
4588	1
23780	2
122786	21
960	64
9611	105
1670	1
1109	3
10724	12
54535	57
84328	1
1654	259
56673	3
774	13
1039	37
116039	1
245806	3
7296	11
147040	2
55763	21
638	9
56969	1
283238	1
6407	7
284276	2
2563	4
6658	4
51237	3
2893	24
84305	9
1514	33
84688	4
147525	7
58985	2
440552	13
257062	1
23787	1
100293130	1
84337	4
64170	66
773	8
8446	3
8224	5
54496	1
23025	5
2741	2
8287	2
9079	8
24	1
2590	2
2158	5
29931	1
9419	9
7024	106
5929	71
3963	8
440568	5
6414	2
1212	8
10188	39
10657	62
1082	5
55124	2
1739	84
55150	3
57817	1
9412	95
10531	1
161003	2
440915	3
9370	5
51608	24
4118	7
23621	24
8809	4
389015	2
57724	1
218	45
79982	1
11236	5
55222	1
3587	6
23645	18
344892	1
6376	4
5110	25
8291	5
5708	144
10413	39
131669	1
9567	2
23286	13
339967	1
9360	22
84456	26
23303	4
146722	3
127002	5
3073	17
1066	5
310	102
4254	10
118881	11
1803	19
79890	13
3987	13
6913	5
5189	2
3310	13
6500	124
190	12
7704	107
148327	1
55704	12
25885	143
134957	4
8557	12
64106	1
1418	1
6295	5
134510	2
10174	46
8076	4
84674	4
29948	14
116224	1
79443	22
2891	19
23616	11
26272	8
54345	2
331	65
1056	4
26824	25
4714	56
57179	3
4736	179
94122	6
765	4
148581	68
27125	13
3094	6
3738	10
7009	6
84445	166
80254	35
23207	3
168451	1
1558	7
84129	33
51660	3
3235	9
7064	10
5429	17
6901	5
353497	3
23576	1
23600	3
4983	3
2962	73
55260	1
23338	16
4494	2
5216	38
55157	2
4706	53
55323	3
83640	13
27107	2
84206	6
1540	23
3726	40
1894	13
1800	4
7264	2
267	25
9013	18
7454	81
4946	7
83481	24
3768	17
9271	4
23568	3
2769	26
9241	6
9510	5
54460	79
79753	33
54878	3
58509	159
5731	4
22931	7
10419	226
387522	29
51527	3
341	7
79095	5
51118	3
2958	22
642658	1
27037	14
161835	2
9400	26
51561	6
113263	1
79979	1
9675	13
6696	25
79137	4
5553	8
29072	5
124857	1
4739	44
9942	5
6474	2
6013	1
10776	2
84259	1
7516	7
6093	44
837	54
1068	7
52	29
23624	20
10855	6
5603	145
2035	139
50624	1
3760	9
1690	3
2904	54
137392	2
2931	58
10847	35
1572	28
5870	23
284040	1
5281	2
392862	1
153090	8
63908	15
4140	38
7392	44
760	12
2707	12
83897	30
10014	75
1728	9
4162	4
2244	16
350	34
3300	4
4735	27
26235	1
7299	7
4860	31
7051	8
6097	4
1662	1
6347	28
1300	6
153643	1
819	13
2619	4
1839	14
51284	2
23710	72
6678	23
3117	8
23108	4
6452	21
1031	22
150	17
117194	1
3788	1
7565	1
55304	2
113130	4
10744	1
4695	53
57470	3
1231	13
57722	1
145282	34
10011	11
3488	18
55845	10
501	41
89953	19
8310	1
8908	4
8760	11
10287	28
6233	254
4651	12
5210	5
3299	12
51073	83
10269	2
8850	103
645	2
53904	2
55739	9
5239	2
3420	13
11126	2
5053	15
92609	35
80764	27
65981	1
259282	1
5204	25
3002	22
10326	7
84467	12
493861	2
114971	16
11249	1
80258	44
55268	15
329	51
23582	100
6397	1
117156	1
255626	8
11146	7
3612	24
246100	1
497661	122
10577	2
80233	10
10580	23
10081	32
8637	3
57019	3
23574	2
221504	33
131578	1
56943	6
7005	12
8402	9
2762	5
51300	2
5148	30
55748	4
54101	3
5308	19
93474	15
162	33
3131	10
80125	90
7260	6
56141	2
54453	9
51605	1
51297	2
5467	32
55759	1
3931	13
55110	19
6469	7
6925	188
7716	2
2246	16
659	50
9378	27
2317	27
56674	1
93100	5
219927	77
308	11
9547	2
29894	25
81617	4
11059	40
222537	8
91584	1
91304	1
384	5
90411	3
27030	7
7142	8
5768	1
10949	7
8915	41
55258	2
139728	4
26020	1
124149	1
212	14
55605	1
23583	3
51592	21
1731	10
286	16
9698	3
2070	2
3745	14
9577	28
4477	1
65080	93
85459	1
4214	147
57496	6
3717	111
3910	22
26019	42
63925	7
5509	5
81493	2
6624	38
10878	1
114885	1
100505793	1
55510	1
2745	8
51184	4
22871	6
51375	10
1870	15
2760	3
38	20
11108	5
27237	5
815	94
29970	3
1902	3
2902	64
5433	43
11264	1
644890	1
10245	7
79729	2
84448	1
168620	2
79140	1
5160	18
7408	44
8454	179
50813	22
3692	112
283450	1
22976	28
23512	14
2444	6
3127	2
9026	11
10109	15
2936	15
285761	1
154790	2
55249	7
23677	13
607	5
8625	16
79866	8
2358	2
80832	1
7388	76
3708	42
901	6
79026	17
29911	31
90204	1
2532	8
6489	4
6134	216
7105	6
348110	2
8500	32
9685	19
60485	11
4663	3
91624	2
7803	9
10154	3
11096	2
55811	26
140850	1
126133	2
145781	1
392197	3
205717	2
55914	32
51490	2
115416	3
2114	37
57585	2
682	30
64343	9
23549	20
65009	4
1387	276
79760	27
94274	24
1122	5
55613	1
991	43
23658	12
255193	6
7097	22
138474	2
1478	30
10203	7
84080	34
51806	7
3960	5
10529	20
5318	24
57161	7
10523	33
51433	21
5545	1
6402	12
54981	5
1820	15
64750	105
7867	12
2813	7
255180	1
5105	24
10965	1
10450	159
7275	10
284	5
149420	3
159090	2
22828	30
100506164	1
9939	175
90480	9
2621	3
1213	96
64130	13
2696	2
5465	49
55094	79
6476	17
6305	5
3184	103
314	41
8863	10
8932	44
23092	7
9861	77
54961	3
57578	3
2806	33
5670	3
10422	15
56147	1
5585	46
5871	12
195814	8
5146	19
51522	3
374875	2
833	7
2805	27
5869	9
6579	4
58487	9
7706	19
5621	84
10156	5
79230	1
4781	3
11316	12
4317	6
5645	5
3005	10
1147	152
9765	5
29969	8
29916	2
285672	8
5149	21
1783	2
100529264	4
79750	1
22941	25
11170	28
56137	1
64101	41
374650	3
84795	1
2583	6
51506	3
9912	4
57523	2
4703	12
474344	1
23246	4
8828	8
3806	1
3556	16
10428	3
3115	4
5196	13
344148	5
1080	161
64326	16
51267	2
23569	7
4923	2
9414	21
140576	1
8269	3
4926	27
6543	5
23198	42
4046	4
254187	5
81559	6
7965	54
25878	1
56246	8
283576	1
154043	3
23542	52
10607	16
81490	4
440738	49
775	18
7168	26
63976	4
7976	4
23607	37
65010	1
5526	7
54221	5
122481	7
51755	135
7120	3
388774	5
7173	5
1537	82
5720	58
79723	33
284194	3
163786	4
30834	10
5101	1
401541	20
23578	5
9670	24
51291	2
123606	1
29128	11
4513	32
26468	1
29085	5
152185	2
25828	26
160418	1
84173	1
57405	5
5437	63
136647	1
3842	87
79693	1
22832	3
84105	34
7200	6
9540	6
10270	26
201595	6
4852	12
729991	1
65117	10
55133	2
56477	6
9935	10
3553	16
9615	5
10249	7
23426	27
83394	1
8771	5
56623	24
123228	2
5316	17
4586	2
80739	2
8608	8
83939	75
7326	7
2517	4
9148	2
200576	6
5711	40
2319	10
5774	24
54606	43
10765	37
6560	1
2584	4
382	119
6142	223
5076	11
1291	7
686	2
56666	1
1404	7
5535	2
9388	9
5699	14
10067	9
79085	2
63931	80
57556	7
84458	19
55116	1
261734	4
6169	180
6902	13
25888	16
2832	12
2548	8
6652	14
7134	7
51293	1
10458	31
5618	21
7319	25
3746	7
89876	3
65018	7
6392	8
7980	5
26234	4
283373	2
55620	11
55290	59
7297	41
10262	193
23040	5
90362	1
10138	23
128178	13
27238	9
22947	2
6261	35
54020	1
79691	3
54941	12
5997	53
10112	5
2221	2
9362	10
6674	2
79891	2
655	27
11199	1
55281	2
5883	32
10436	80
124404	1
5681	1
4077	23
55319	7
54507	151
5309	2
9175	6
2533	19
26575	15
171546	3
10163	23
6810	50
25842	33
3993	5
6647	57
159	5
386676	165
3107	58
1562	2
23678	6
25987	1
126792	4
3204	2
151613	3
3297	66
9551	35
8788	6
182	8
57486	1
157310	3
5792	28
80007	6
25839	9
56925	15
253827	5
374618	1
6046	10
84867	7
3593	6
6282	12
2678	5
150678	1
8513	9
57185	1
10987	119
6326	5
8153	7
285135	1
10007	15
80124	18
10345	4
10107	5
64960	148
201181	7
8604	7
11161	63
7422	21
131474	2
23107	170
6799	8
22843	3
79663	4
94103	3
55332	2
284086	12
8437	2
8938	1
4828	3
79707	4
10528	5
3091	75
1017	371
624	21
23215	3
3568	11
79598	5
64283	4
105	1
9923	1
85456	6
120329	4
10385	4
6138	190
5834	11
5865	14
85365	7
4758	20
25897	17
84775	3
9954	8
55330	19
285190	1
55288	2
27101	35
861	50
285527	5
150946	1
5423	16
2582	3
5096	7
51193	5
80274	4
4702	53
163126	7
6700	4
130951	4
54543	3
3295	39
1939	3
908	33
490	10
1746	10
4850	11
146212	1
9767	12
1026	184
55599	27
19	37
5950	5
51752	2
2771	129
1036	4
84705	11
26249	12
8193	1
54942	1
57622	2
7224	16
57592	5
9082	1
54915	2
55173	78
23312	3
219899	2
4097	20
65062	1
7389	10
100132565	5
50964	2
7062	1
9953	8
115362	2
56945	170
1431	14
55593	17
8910	5
9543	1
162655	1
1022	89
5971	94
5623	2
25901	6
4050	7
55201	11
301	115
8835	9
3046	1
4719	58
537	3
10509	1
26521	1
9877	3
6892	15
9847	1
317772	4
284695	133
85293	3
114790	3
493829	2
3226	2
23300	2
29954	1
8694	2
5797	12
3350	10
11335	84
11176	11
1468	16
3697	2
4495	2
2917	14
115	24
4253	12
9890	3
64787	4
84630	8
8563	132
6382	18
6182	83
4217	67
251	3
79836	4
6294	23
56001	9
116983	4
11227	1
4184	20
51150	12
890	56
5082	7
23528	15
7214	3
10139	2
7629	7
3356	17
6573	7
51479	11
333926	3
768211	3
2171	16
3702	37
6568	1
9972	39
440087	2
3200	5
10791	4
8038	14
26108	6
7162	1
10395	3
6786	8
8743	14
23598	7
83475	1
654	10
29952	1
83719	5
5967	1
10570	7
57539	1
2901	11
4094	16
84440	8
3275	19
7903	3
55843	5
51226	5
58526	5
51378	4
8215	1
5998	23
10943	4
79937	1
727787	1
2720	22
4072	4
8880	21
51593	170
50632	1
94039	7
84923	1
4359	3
91754	19
92	23
10691	15
220441	3
653404	1
2890	38
253461	13
4950	26
339745	1
64399	5
10659	5
116841	9
10217	2
7507	22
79025	21
875	31
84766	6
8817	4
84444	18
163059	5
5297	19
4552	2
323	5
285093	27
83786	3
91647	22
93621	18
149951	4
695	89
9818	8
85509	10
131	24
134359	4
623	2
5932	38
94107	2
6450	1
27018	27
4715	62
3113	3
56474	4
5884	22
6620	12
4204	21
3576	16
8187	3
2243	35
2068	39
8808	1
55230	2
79868	5
4794	59
51053	21
10493	1
4868	20
54784	2
27175	10
80342	30
6120	10
4043	19
63875	80
84232	8
6495	11
22933	23
973	24
84645	1
26015	20
30849	8
55251	2
53630	1
51056	3
5431	65
51780	2
176	16
23237	1
22887	1
6228	200
54919	17
9481	1
8436	7
4192	23
9040	90
55964	13
8309	12
29785	1
5527	15
83892	5
255167	2
2702	3
11063	6
80325	5
154865	19
339047	3
27170	1
3502	1
10155	60
5507	2
9774	13
91373	1
100294190	1
8774	3
92259	77
51257	7
51248	5
130540	10
9776	8
26276	4
55756	16
80256	12
255877	14
3716	83
9884	1
55506	6
57663	1
54474	37
10226	9
116840	5
6642	31
29068	15
196383	8
751867	10
23078	2
2916	1
23211	1
8985	12
126961	36
242	2
29919	1
246269	1
55701	5
6490	3
84203	3
25874	2
6422	4
5241	51
10350	1
56288	47
146691	3
5052	42
27245	1
150928	1
55299	111
1809	8
10933	55
6683	3
57463	4
57214	1
286016	4
49854	3
6468	7
374928	1
3150	24
6988	1
344558	4
3163	39
55272	10
3920	2
4237	5
4103	14
54623	10
823	48
9340	4
155060	5
6541	1
116285	9
23082	8
5914	88
487	5
339416	1
4300	15
51690	145
493	19
30837	12
4807	7
85464	2
6813	14
10946	174
159162	1
30814	1
3820	2
80344	6
4538	35
54550	56
166785	1
57669	2
2132	20
55915	2
83541	19
442868	2
27123	1
4321	5
5593	11
10766	7
124245	4
78992	5
8148	45
10919	90
139341	13
2099	297
55111	7
9235	1
88455	4
6360	7
388228	4
722	6
1318	3
57560	1
259240	1
63891	9
55760	1
8190	2
285346	4
6185	29
4059	6
1130	26
89869	37
5822	2
821	75
548593	49
7746	5
140461	3
11079	3
138429	3
265	2
387569	5
11045	3
57679	1
25847	1
6672	33
57697	21
283870	1
7294	12
8208	31
196374	4
1937	99
90019	1
55233	25
9910	1
27128	9
64225	2
10346	7
1140	2
1435	10
8995	3
64860	1
3064	89
85480	2
5516	66
5595	247
64837	17
84938	9
93426	28
134553	1
112714	1
3567	12
114791	5
55793	3
3516	41
1611	3
9493	56
644	10
389541	1
23503	19
26112	1
63892	1
85300	3
4071	11
995	30
10613	5
10295	8
10283	80
64121	6
10498	26
6707	4
1313	4
56143	1
2556	9
54765	4
59269	6
10797	20
54622	16
55632	3
204	18
339855	1
3643	99
84919	2
9965	2
23386	6
5993	5
1370	1
57553	2
10055	16
7337	67
51001	5
55022	14
5788	82
4738	110
64771	1
2185	79
5371	85
9391	51
3761	14
515	20
79080	1
84128	1
7978	10
126669	1
6303	90
285216	16
55966	2
26060	33
29982	13
27111	38
56675	1
542767	1
259	16
386684	9
9319	98
22824	14
7132	164
869	1
9846	46
944	2
1337	16
23332	7
54413	6
9372	44
79768	9
93974	22
55803	3
55831	1
139793	2
6671	19
1164	9
6645	16
53947	6
5549	7
4698	57
51734	15
55034	2
283385	15
10788	36
54	11
79690	1
55195	16
4342	31
2773	41
54665	3
5458	1
7327	23
64407	4
7919	155
1260	4
2313	18
93	21
27032	2
29087	1
8558	1
4009	7
1832	49
3383	22
1183	1
403313	3
23199	38
2814	3
3099	24
613	66
8904	20
84466	24
56052	1
9020	146
155006	2
55311	1
114822	11
9399	4
23054	78
8869	3
26953	3
2181	18
5208	17
23005	31
3887	9
7441	6
1414	6
4862	13
6657	7
55847	4
9858	2
8647	1
55696	159
10787	20
8905	10
2802	14
23316	1
51440	5
51363	2
79666	76
9097	31
118472	1
6525	4
252995	1
57597	1
5906	53
84612	24
55238	1
90	65
64081	8
11179	13
51035	44
26049	1
3566	22
1264	11
23014	1
1044	2
54734	2
8912	4
6996	29
466	32
23765	1
11051	192
5018	45
1616	115
3467	1
51574	4
632	5
157773	6
80152	19
57647	5
84074	8
1676	25
246184	13
2703	2
1230	22
393	2
65987	4
59272	9
3897	24
8468	6
114876	1
3772	3
81628	50
84892	1
4161	7
6374	5
26012	3
401024	1
84787	7
390616	1
4438	12
10891	47
286826	15
29086	43
221400	1
4641	20
4135	6
5575	12
48	6
8366	39
116085	1
3663	14
51517	21
1635	22
51691	37
56923	6
6387	14
414062	2
9381	1
54830	2
79844	1
22989	1
126375	12
56681	8
84168	4
4927	6
337880	3
2157	20
7528	52
675	53
83851	9
133022	1
51659	6
10603	20
10534	32
5544	1
10178	2
80895	2
7227	2
29070	4
285074	4
3851	15
7979	16
23647	22
54464	39
25939	3
984	16
89882	8
5214	21
9415	13
7124	51
8344	92
22836	6
23390	9
64518	3
353332	12
8399	3
4892	6
128439	4
54680	3
6328	3
10884	77
7014	31
10309	2
1508	33
4952	12
375748	2
6310	183
6754	2
1808	22
29765	1
440498	1
10907	8
51332	2
219790	2
56891	15
3985	10
7125	2
5824	21
65123	15
50650	6
11336	14
9229	29
81932	1
140801	1
5147	45
10808	21
1995	8
2747	5
1510	7
51804	2
54946	4
65979	2
1235	5
2649	5
63923	1
54704	11
168667	3
51327	6
6742	8
988	216
921	24
1962	63
5733	22
23640	11
1829	7
56122	4
8398	1
55321	1
1718	1
1490	14
9522	16
8570	25
5985	32
778	2
23363	2
114131	3
3494	3
93185	9
54985	2
25996	5
1152	13
5129	19
439935	2
9546	4
92421	20
5015	7
9853	7
1314	147
6158	216
83440	3
84894	9
974	14
122042	4
56896	8
7140	6
10609	1
5481	16
100125556	1
3849	9
1368	2
6999	16
6890	21
56033	2
9620	1
6307	1
3850	2
10316	4
5897	3
55004	7
11100	84
118	32
55726	2
56204	7
54866	4
64098	8
84708	143
2220	3
55768	7
7678	20
9473	1
8431	32
2022	18
1454	51
59271	1
128821	3
1605	30
11014	1
10232	1
9421	26
374291	55
7840	1
100287428	1
9723	1
1667	6
9182	1
10130	12
26231	2
1081	12
80201	16
167691	2
9099	30
5252	14
8926	33
728358	1
9275	1
84941	2
1950	17
23029	1
2137	7
810	7
26150	24
64135	3
51552	11
9312	2
8673	21
154754	1
4881	35
552900	1
84628	1
55892	1
6857	33
1907	3
374654	1
10746	28
6869	5
4277	2
130507	2
2138	7
64710	6
10636	8
79109	11
196051	2
325	17
26586	4
55013	1
7584	2
92737	4
347	10
2577	2
63973	1
3430	5
2987	9
51052	1
8717	72
728642	7
51171	22
653	4
3190	177
23158	10
57508	16
51111	2
1349	16
79648	15
79596	7
57514	4
84901	2
55643	32
54793	30
57453	3
58508	40
6001	12
5707	65
1040	12
9168	4
3613	25
79902	15
392	24
283160	2
5723	17
1974	119
7639	1
6354	20
11021	11
10423	8
771	13
7185	219
7355	4
3284	4
414061	1
5771	24
22868	3
153	18
81853	10
51070	4
164832	1
79876	42
5067	2
400714	7
28998	79
63027	4
79577	50
7323	104
220988	90
80317	2
1285	22
9172	4
399	11
85465	2
4753	4
6491	1
84876	10
23438	1
22902	1
22932	1
666	2
80335	9
57189	1
81671	1
127540	2
6871	41
84106	16
51090	3
5607	33
79912	1
10602	7
5078	1
55245	1
10475	14
200504	1
4082	21
2202	15
8453	120
5256	3
88	65
23474	5
4889	2
4645	13
51763	29
64147	13
90525	1
79582	3
4726	57
353141	16
79853	1
9686	3
3964	9
9274	1
55861	2
2232	4
26058	31
60468	4
56139	1
23420	11
26227	18
7508	21
4618	11
114327	6
3043	13
3916	6
1896	18
113251	2
7008	7
125336	1
135152	3
255967	3
7529	197
2618	7
3902	2
158405	13
26033	2
23379	3
155054	1
571	17
257054	1
8870	11
252884	7
3766	6
64080	10
434	6
2679	2
2323	5
84908	1
6559	4
158358	3
7915	35
829	31
2017	55
90133	1
6098	8
23428	6
8992	1
54902	12
79068	1
3208	4
2782	42
85444	4
54962	3
5275	8
84639	1
27098	1
5571	24
5923	18
375057	1
100049587	1
57673	7
10678	9
386681	165
29887	4
54557	8
114784	5
9732	3
8078	10
259232	2
80135	1
57551	10
5119	18
8170	1
59349	43
2006	22
55052	88
51202	108
9742	4
9955	8
3239	9
1956	379
996	41
221937	4
55176	5
4086	154
2491	36
64858	2
23089	8
112483	12
11278	3
199746	1
4319	3
8805	33
11026	1
9462	28
65265	39
1292	3
148867	1
145553	1
29924	20
5138	22
58494	6
27343	22
54901	1
9821	29
8364	39
55333	11
8766	28
51352	11
23293	3
84446	12
10435	7
27258	97
3838	97
57120	55
5420	2
6558	7
580	80
5562	98
22878	4
29082	20
5860	11
81794	5
57335	3
7718	21
6398	1
10890	15
28511	4
22877	3
409	314
7764	26
3854	13
1649	46
22983	35
114088	19
84700	3
57125	1
57701	1
63916	2
1046	6
6035	3
200014	1
54796	1
349565	9
7913	36
1032	11
29079	65
58490	1
5176	5
57732	1
23140	4
55227	6
8943	27
3929	6
2823	3
126299	1
7306	5
2915	19
28973	81
629	6
10202	72
1978	31
6166	4
83699	1
10215	4
283	8
55262	4
79719	6
8367	39
283150	4
1736	12
64397	11
1488	57
10810	4
3178	260
84641	1
223082	5
1559	7
4809	237
4311	150
10693	1
9315	5
57804	20
92483	22
5573	72
8462	9
5094	118
6830	22
